-96.7092971801758,33.0172996520996,BJ's Brewhouse - Plano,1101 N. Central Expressway,Plano,TX,(972) 424-4262,Beer Bar,score: 80.0
-97.6932080,30.5345230,BJ's Brewhouse - Round Rock,4201 North IH-35,Round Rock,TX,512-868-5705,Beer Bar,score: 85.0
-95.4532590,30.1820420,BJ's Brewhouse - Shenandoah,19075 IH-45 South,Shenandoah,TX,936-273-7100,Beer Bar,
-97.110577,32.678726,BJ's Brewhouse - So Arlington,201 Interstate 20 E,Arlington,TX,(817) 465-5225,Beer Bar,
-98.480230,29.447181,BJ's Brewhouse - Stone Oak,22406 US Highway 281 North,San Antonio,TX,(210) 497-6070,Beer Bar,
-98.4829959,29.5277524,BJ's Brewhouse - Stone Oak,22410 U.S. Highway 281 North,San Antonio,TX,210.497.6070,Beer Bar,
-95.619952,29.597598,BJ's Brewhouse - Sugar Land,2231 Highway 6,Sugar Land,TX,(281) 242-0400,Beer Bar,score: 88.3
-97.819241,30.231116,BJ's Brewhouse - Sunset Valley,5207 Brodie Lane no.300,Sunset Valley,TX,(512) 892-3800,Beer Bar,score: 85.8
-97.384046,31.091871,BJ's Brewhouse - Temple,3550 S General Bruce Dr,Temple,TX,(254) 778-3300,Beer Bar,score: 88.3
-98.6063190,29.6174650,BJ's Brewhouse - The Rim,17503 IH 10 West,San Antonio,TX,(210) 690-2600,Beer Bar,
-95.3020188,32.3028819,BJ's Brewhouse - Tyler,210 W Southwest Loop 323,Tyler,TX,(903) 939-2840,Beer Bar,score: 86.7
-97.1856463,31.5153300,BJ's Brewhouse - Waco,5929 West Waco Dr,Waco,TX,254-776-0205,Beer Bar,score: 88.3
-95.5422897338867,29.9641952514648,BJ's Brewhouse - Willowbrook,7637 FM 1960 West,Houston,TX,(281) 477-8777,Beer Bar,score: 90.0
-97.3308715820312,32.7512245178223,Black Dog Tavern,903 Throckmorton St.,Fort Worth,TX,(817) 332-8190,Beer Bar,
-97.77118027,30.24839016,Black Sheep Lodge,2108 South Lamar,Austin,TX,(512) 707-2744,Beer Bar,
-96.7704645,32.8141255,Blind Butcher,1919 Greenville Ave,Dallas,TX,214-887-0000,Beer Bar,
-95.3315660,29.7346260,Bohemeo's,708 Telephone Rd,Houston,TX,713-923-4277,Beer Bar,
-95.0530830,29.5654510,Boondoggle's Pub,4106 Nasa Parkway,El Lago,TX,(281) 326-2739,Beer Bar,
-96.6772663,33.1424716,Brass Tap - Allen,2540 N Watters Rd Ste 180,Allen,TX,972-752-0655,Beer Bar,
-97.6775531,30.5092000,"Brass Tap, The - Round Rock",204 E Main St,Round Rock,TX,512-341-2337,Beer Bar,
-98.5201049,29.6081323,Brasserie Pavil,1818 N Loop 1604 West,San Antonio,TX,(210) 479-5000,Beer Bar,
-95.4096465,29.7673062,BRC Gastropub,519 Shepherd Dr,Houston,TX,(713) 861-2233,Beer Bar,
-97.3326419,32.7304394,Brewed Food and Beverage Experience,801 W. Magnolia Ave,Fort Worth,TX,817-945-1545,Beer Bar,
-95.3623962402344,29.7645359039307,Brewery Tap,717 Franklin,Houston,TX,(713) 236-1537,Beer Bar,score: 68.3
-94.7959445,29.3069997,Brews Brothers,2404 Strand,Galveston,TX,(417) 230-6644,Beer Bar,
-97.0852549,32.9250247,Brick House Tavern and Tap - Grapevine,700 W State Highway 114,Grapevine,TX,817-442-9796,Beer Bar,
-95.4959130,29.8439688,Brick House Tavern and Tap - Houston 290,12910 Northwest Freeway,Houston,TX,(713) 462-0576,Beer Bar,score: 78.3
-95.5721842,29.9943450,Brix Wine Cellars,110 Vintage Park Blvd Ste T,Houston,TX,(281) 374-6100,Beer Bar,
-95.5914154052734,29.7366352081299,"Bull and Bear Tavern and Eatery, The","11980 Westheimer, Suite A",Houston,TX,(281) 496-6655,Beer Bar,score: 86.7
-96.6160423,33.1967744,Cadillac Pizza Pub,112 South Kentucky St,McKinney,TX,972-547-3833,Beer Bar,
-98.5080184936523,29.4625434875488,Casbeers,1719 Blanco Road,San Antonio,TX,(210) 732-3511,Beer Bar,
-97.117324,32.739052,Caves Lounge,900 West Division,Arlington,TX,817-460-5510,Beer Bar,
-95.3881378173828,29.7535362243652,Cecil's Tavern,600 West Gray,Houston,TX,(713) 527-9101,Beer Bar,
-96.599938,33.660603,Cellarman's American Pub,2130 Texoma Pkwy,Sherman,TX,903-813-0994,Beer Bar,
-98.619255065918,29.4673538208008,Chelsea Street Pub,6301 N.W. 410,San Antonio,TX,(210) 681-4060,Beer Bar,
-97.7164029,30.2932691,Cherrywood Coffeehouse,1400 East 38th 1/2,Austin,TX,(512) 476-7290,Beer Bar,
-98.617146,29.639819,Chester's Hamburger,9980 Ih 10 W,San Antonio,TX,(210) 699-1222,Beer Bar,
-97.7388990,30.2676090,"Chicago House, The",607 Trinity St,Austin,TX,(512) 358-6202,Beer Bar,score: 100.0
-96.7536285,32.8131527,Cock and Bull,6330 Gaston Ave,Dallas,TX,(214) 841-9111,Beer Bar,
-95.0449469,29.5639470,Cock and Bull,3659 NASA Parkway,Seabrook,TX,832-282-8202,Beer Bar,
-96.8060229,32.7982544,"Common Table, Common",2917 Fairmount St.,Dallas,TX,(214) 880-7414,Beer Bar,
-97.7034541,30.2884940,Contigo Austin,2027 Anchor Lane,Austin,TX,(512) 614-2260,Beer Bar,
-95.4101048,29.8183024,Cottonwood,3422 North Shepherd Drive,Houston,TX,(713) 802-0410,Beer Bar,
-96.7667483,32.7814509,Craft and Growler,3601 Parry Ave,Dallas,TX,(214) 821-1122,Beer Bar,
-97.7387770,30.2579250,Craft Pride,61 Rainey Street,Austin,TX,(512) 826-1238,Beer Bar,
-97.127330,31.557519,Crickets,221 Mary Ave,Waco,TX,2547544677,Beer Bar,
-97.7349243164062,30.2922382354736,Crown and Anchor Pub,2911 San Jacinto Blvd,Austin,TX,(512) 322-9168,Beer Bar,
-95.6491340,29.9603070,Cypress Saloon,12710 Telge Rd.,Cypress,TX,(281) 304-7766,Beer Bar,
-95.3757958,29.8034132,D&T Drive Inn,1307 Enid St,Houston,TX,(713) 868-6165,Beer Bar,
-96.7699464,32.8123111,Dallas Beer Kitchen,1802 Greenville Ave #110,Dallas,TX,214-484-2481,Beer Bar,
-97.1246400,31.5403770,"Dancing Bear Pub, The",1117 Speight Ave,Waco,TX,(254) 753-0025,Beer Bar,
-98.4895401000977,29.4251728057861,Dick's Last Resort,406 Navarro,San Antonio,TX,(210) 224-0026,Beer Bar,
-97.818550,30.499680,"Dig Pub, The",401 Cypress Creek Rd,Cedar Park,TX,(512) 996-9900,Beer Bar,score: 95.0
-97.819241,30.231116,Doc's Backyard,5207 Brodie Lane Suite 100,Sunset Valley,TX,(512) 892-5200,Beer Bar,
-97.7424240112305,30.2807216644287,Dog and Duck Pub,406 W 17th St,Austin,TX,(512) 479-0598,Beer Bar,score: 85.0
-97.0967336,33.1712697,Drunken Donkey - Denton,3350 Unicorn Lake Blvd,Denton,TX,(940) 383-3700,Beer Bar,
-96.9988539,33.0040372,Drunken Donkey - Lewisville,301 W. Round Grove Rd,Lewisville,TX,(972) 221-1900,Beer Bar,
-96.8855657,33.0693802,Drunken Donkey - The Colony,4897 Hwy 121 Ste #340,The Colony,TX,(972) 294-5676,Beer Bar,
-96.7700347900391,32.8231811523438,"Dubliner, The",2818 Greenville Avenue,Dallas,TX,(214) 818-0911,Beer Bar,
-98.4875030517578,29.4227619171143,Durty Nelly's Irish Pub,200 S. Alamo,San Antonio,TX,(210) 222-1400,Beer Bar,score: 65.0
-97.1315028,33.2157479,East Side Denton,117 E. Oak St,Denton,TX,(940) 218-1401,Beer Bar,
-97.7356115,30.2660424,Easy Tiger,709 East Sixth St,Austin,TX,512-614-4972,Beer Bar,score: 98.3
-97.4477005004883,32.7224006652832,Edelweiss,3108 Southwest Hwy,Fort Worth,TX,(817) 738-5934,Beer Bar,
-99.4443210,27.5612810,El Capataz,7220 Bob Bullock Loop #C7,Laredo,TX,956-723-7400,Beer Bar,
-97.743806,30.265422,"Elephant Room, The",315 Congress Avenue,Austin,TX,(512) 473-2279,Beer Bar,score: 83.3
-96.8285779,32.7484290,Eno's Pizza Tavern,407 N. Bishop Ave,Dallas,TX,(214) 943-9200,Beer Bar,
-97.393387,27.793987,Executive Surf Club,309 N. Water Street,Corpus Christi,TX,361-884-SURF,Beer Bar,
-97.7450180053711,30.2668056488037,Fado Irish Pub,214 W 4th Street,Austin,TX,512-457-0172,Beer Bar,score: 85.0
-96.7003410,33.0194680,"Fillmore Pub, The",1004 E 15th St,Plano,TX,(972) 423-2400,Beer Bar,
-95.407746,29.742580,Firkin and Phoenix,1915 Westheimer Rd,Houston,TX,(713) 526-3100,Beer Bar,
-96.8189163208008,32.9521255493164,Flying Saucer - Addison,14999 Montfort Drive,Addison,TX,(972) 934-2537,Beer Bar,score: 90.8
-97.331268,32.755580,Flying Saucer - Fort Worth,111 E 3rd Street,Fort Worth,TX,(817) 336-7468,Beer Bar,score: 90.0
-95.363166809082,29.7589874267578,Flying Saucer - Houston,705 Main St,Houston,TX,(713) 228-7468,Beer Bar,score: 90.0
-98.5776748657227,29.5466556549072,Flying Saucer - San Antonio,11255 Huebner Rd.,San Antonio,TX,(210) 647-7468,Beer Bar,score: 83.3
-95.6206012,29.5963344,Flying Saucer - Sugar Land,15929 City Walk,Sugar Land,TX,(281) 242-7468,Beer Bar,
-96.5384670,32.8642449,Flying Saucer - The Lake,4821 Bass Pro Drive,Garland,TX,(972) 226-0725,Beer Bar,score: 93.3
-97.093994140625,32.7846984863281,Fox And Hound - Arlington,1001 N.E. Green Oaks Blvd.,Arlington,TX,(817) 277-3591,Beer Bar,
-95.4512405395508,30.1777992248535,Fox and Hound - Conroe,19189 Interstate 45 S,Conroe,TX,(832) 813-0102,Beer Bar,
-95.5802841186523,29.736852645874,Fox And Hound - Houston,11470 Westheimer,Houston,TX,(281) 589-2122,Beer Bar,score: 85.0
-96.9844818115234,33.0207061767578,Fox And Hound - Lewisville,1640 Stemmons Freeway,Lewisville,TX,(972) 221-8346,Beer Bar,
-97.3308258056641,32.7536926269531,Fox and Hound - Main Street,604 Main St,Fort Worth,TX,(817) 338-9200,Beer Bar,
-96.8434371948242,33.00927734375,Fox And Hound - Midway Road,18918 Midway Road,Dallas,TX,(972) 732-0804,Beer Bar,
-97.4161758422852,32.6843147277832,Fox And Hound - SW Loop 820,"6051 SW Loop 820, Ste 322",Fort Worth,TX,(817) 423-3600,Beer Bar,
-98.4907549,29.4146430,"Friendly Spot, The",943 S Alamo St,San Antonio,TX,(210) 224-2337,Beer Bar,
-95.3778839111328,29.7528743743896,Front Porch Pub,217 Gray St,Houston,TX,(713) 571-9571,Beer Bar,
-97.1638840,26.0899130,Gabriella's Italian Grill and Pizzeria,700 Padre Blvd,South Padre Island,TX,956-761-6111,Beer Bar,
-97.7459869384766,30.2678604125977,"Ginger Man, The - Austin",304 W. 4th St.,Austin,TX,(512) 473-8801,Beer Bar,score: 92.9
-96.8023834228516,32.7980461120605,"Ginger Man, The - Dallas",2718 Boll Street,Dallas,TX,(214) 754-8771,Beer Bar,score: 95.8
-97.372357,32.746813,"Ginger Man, The - Fort Worth",3716 Camp Bowie Blvd,Fort Worth,TX,(817) 886-2327,Beer Bar,
-95.4147415161133,29.7157249450684,"Ginger Man, The - Houston",5607 Morningside,Houston,TX,(713) 526-2770,Beer Bar,
-96.8214150,33.0761970,"Ginger Man, The - Plano","7205 Bishop Rd., Ste E1",Plano,TX,(469) 814-8299,Beer Bar,
-97.1279769,32.9413503,"Ginger Man, The - Southlake",1512 E. Southlake Blvd,Southlake,TX,(817) 778-8846,Beer Bar,
-97.8034963,30.4771661,Glass Half Full Taproom - Lakeline,14028 N US Hwy 183 Bldg F,Austin,TX,(512) 476-1320,Beer Bar,
-95.2440800,29.4241626,Gordon Street Tavern,114 North Gordon,Alvin,TX,281-968-7402,Beer Bar,
-97.7801292,30.2453979,Gourdough's Public House,2700 South Lamar Blvd,Austin,TX,(512) 912-9070,Beer Bar,
-97.7154391,30.2625692,Gourmands Neighborhood Pub,2316 Webberville Rd,Austin,TX,512-610-2031,Beer Bar,
-98.2368699,26.2584024,Grain to Glass,5921 N 23rd St,McAllen,TX,(956) 322-3315,Beer Bar,
-98.4795390,29.4411058,"Granary 'Cue and Brew, The",602 Avenue A,San Antonio,TX,(210) 228-0124,Beer Bar,score: 68.3
-99.1421940,30.0465460,Grape Juice,623 Water Street,Kerrville,TX,(830) 792-9463,Beer Bar,
-95.3858930,29.7483462,Gratifi Kitchen and Bar,302 Fairview St,Houston,TX,(832) 203 5950,Beer Bar,
-96.7704079,32.8232899,Greenville Bar and Grill,2817 Greenville Ave,Dallas,TX,214-823-8580,Beer Bar,
-95.3900604248047,29.742130279541,Griff's Sports Bar,3416 Roseland,Houston,TX,(713) 528-9912,Beer Bar,
-95.8405351,29.7650005,Growler USA - Katy,"1443 FM 1463, Suite 100",Katy,TX,(281) 396-4277,Beer Bar,
-96.7396145,32.9771186,Guitars & Growlers,"581 W Campbell Rd, Suite 101",Richardson,TX,(469)904-5165,Beer Bar,
-95.4171981811523,29.721363067627,Han's Village Bier Haus,2523 Quenby St,Houston,TX,(713) 520-7474,Beer Bar,
-95.4002151489258,29.7341632843018,"Harp, The",1625 Richmond Ave,Houston,TX,(713) 528-PUBS,Beer Bar,
-97.1287429,33.2146311,Harvest House,331 E Hickory St,Denton,TX,940-218-6148,Beer Bar,
-96.3188660,30.6142310,Harvey Washbangers,1802 Texas Ave S,College Station,TX,(979) 696-6756,Beer Bar,
-95.3930451,29.7447500,"Hay Merchant, The",1100 Westheimer Rd,Houston,TX,(713) 528-9805,Beer Bar,
-96.7782165,32.8140956,Henderson Tap House,2323 N Henderson Ave,Dallas,TX,972-677-7947,Beer Bar,
-97.7189316,30.2602248,Hi Hat Public House,2121 East 6th St,Austin,TX,512-478-8700,Beer Bar,
-96.7829045,32.7845524,HIDE,2816 Elm St,Dallas,TX,2143968050,Beer Bar,
-98.6344146728516,29.5879745483398,Hills And Dales Ice House,15403 White Fawn,San Antonio,TX,(210) 695-8309,Beer Bar,
-95.4147920,29.7341361,Hobbit Cafe,2243 Richmond St,Houston,TX,(713) 526-5460,Beer Bar,
-96.8054478,33.0903732,"Holy Grail Pub, The","8240 Preston Road, Ste 150",Plano,TX,(972) 377-6633,Beer Bar,
-97.6767356,30.4957202,HomeField Grill,2000 S. IH-35,Round Rock,TX,(512) 388-4663,Beer Bar,
-97.7412470,30.2984440,Hopfields,3110 Guadalupe #400,Austin,TX,(512) 537-0467,Beer Bar,
-106.5087999,31.7924610,"Hoppy Monk, The",4141 N Mesa St,El Paso,TX,(915) 252-9995,Beer Bar,
-96.8323822021484,32.9541244506836,Humperdinks - Addison,3820 Belt Line Rd,Addison,TX,(972) 484-3051,Beer Bar,
-96.720525,32.969203,Humperdinks - Richardson,1601 N Central Expy,Richardson,TX,(972) 690-4867,Beer Bar,
-101.8515058,35.2095509,I Don't Know Sports Bar and Grill,1301 SW 6th Ave,Amarillo,TX,,Beer Bar,
-96.8015747070312,32.7965202331543,"Idle Rich Pub, The",2614 McKinney Ave,Dallas,TX,(214) 965-9926,Beer Bar,
-97.4516906738281,32.7198524475098,"Irish Pub, The",3601 Williams Rd.,Fort Worth,TX,(817) 560-8403,Beer Bar,
-97.103473,32.735547,J. Gilligans,400 East Abram Street,Arlington,TX,817-860-0110,Beer Bar,
-97.110856,32.735643,J.R. Bentley's ,406 West Abram Street,Arlington,TX,(817) 261-7351,Beer Bar,
-96.7961920,33.0066400,Jack Mac's Swill and Grill,19009 Preston Rd #209,Dallas,TX,(972) 267-2782,Beer Bar,
-100.4335823,31.4605551,Joe's Brewhouse,113 E. Concho 210 Suite L,San Angelo,TX,(325) 617-7729,Beer Bar,
-95.6439743041992,29.7390079498291,JP Hops House,2317 South Highway 6,Houston,TX,(281) 496-0623,Beer Bar,
-95.4160909,29.7174424,Kahn's Deli,2429 Rice Blvd,Houston,TX,(713) 529-2891,Beer Bar,
-97.4116287231445,32.6843872070312,"Keg Steakhouse, The",5760 Southwest Loop 820,Fort Worth,TX,(817) 731-3534,Beer Bar,
-96.6546549,33.1292648,Kelly's At the Village,190 Stacy Road,Allen,TX,972-912-3020,Beer Bar,
-96.6989851,33.0194104,Kelly's Eastside,1422 Avenue K,Plano,TX,972-424-9200,Beer Bar,
-95.4154891967773,29.7192363739014,"Kelvin Arms, The",2424 Dunstan Rd,Houston,TX,(713) 528-5002,Beer Bar,
-95.4103510,29.7464940,Kenneally's Irish Pub,2111 S Shepherd Dr,Houston,TX,713-630-0486,Beer Bar,
-95.6710570,29.9532570,Kilburn's Tavern and Grille,24110 Northwest Frwy Ste 500,Cypress,TX,281-256-8755,Beer Bar,
-98.48974609375,29.4247589111328,Leapin' Lizard,302 E. Commerce St.,San Antonio,TX,(210) 271-9494,Beer Bar,score: 65.0
-95.3796740,29.7678399,Liberty Station,2101 Washington,Houston,TX,713-640-5220,Beer Bar,
-97.7386130,30.2653478,Liberty Tavern,500 East 4th Street,Austin,TX,(512) 493-4901,Beer Bar,
-97.7441220,30.4444700,Lil' Woodrows (Parmer),6301 West Parmer Lane,Austin,TX,(512) 918-2337,Beer Bar,score: 78.3
-98.4625549316406,29.4748630523682,"Lion And Rose, The",5148 Broadway,San Antonio,TX,(210) 822-7673,Beer Bar,
-96.9448243,33.1553428,Little Elm Craft House,850 W. Eldorado Pkwy,Little Elm,TX,972-987-4368,Beer Bar,
-97.7476119995117,30.2703723907471,Little Woodrow's,520 W 6th St,Austin,TX,(512) 477-2337,Beer Bar,score: 83.3
-97.9422303,30.3056528,Little Woodrow's,"12801 Shops Parkway, Ste 100",Austin,TX,(512) 263-8374,Beer Bar,
-95.3548670,29.7524720,Little Woodrow's - Eado,2019 Walker St,Houston,TX,(713) 222-2224,Beer Bar,
-95.3771438598633,29.7498435974121,Little Woodrow's - Midtown,2306 Brazos,Houston,TX,(713) 552-1041,Beer Bar,
-95.3873370,29.7813810,Little Woodrow's - The Heights,2631 White Oak Dr.,Houston,TX,713-861-2653,Beer Bar,
-97.3330250,32.7301510,Live Oak Music Hall and Lounge,1311 Lipscomb St,Fort Worth,TX,(817) 926-0968,Beer Bar,
-95.4069130,29.7536908,Local Pour,1952 West Gray,Houston,TX,713-521-1881,Beer Bar,
-97.7413483,30.2915870,"Local Pub and Patio, The",2610 Guadalupe,Austin,TX,512-478-2337,Beer Bar,
-96.8386383056641,32.9517250061035,"Londoner, The",14930 Midway Rd,Addison,TX,(972) 458-2646,Beer Bar,
-96.838917,33.154296,"Londoner, The","5454 Main Street, Suite 123",Frisco,TX,(214) 618-5025,Beer Bar,
-96.8286070,32.7793225,LUCK (Local Urban Craft Kitchen),3011 Gulden Lane Ste 112,Dallas,TX,469-250-0679,Beer Bar,
-97.1455070,33.2142610,Lucky Lous,1207 W. Hickory,Denton,TX,(940) 484-5550,Beer Bar,
-97.7532694,30.2403231,Lucy's Fried Chicken,2218 College Ave,Austin,TX,(512) 297-2423,Beer Bar,
-98.4880447387695,29.4266185760498,Mad Dogs,123 Losoya Street,San Antonio,TX,(210) 222-0220,Beer Bar,score: 41.7
-96.796619,32.808934,"Magnolia Theatre, The",3699 McKinney,Dallas,TX,(214) 764-9106,Beer Bar,
-97.3259658813477,32.7501373291016,Malone's Pub,1303 Calhoun St,Fort Worth,TX,(817) 332-5330,Beer Bar,
-97.7474535,30.2613191,Marker 10,208 Barton Springs Rd,Austin,TX,(512) 477-1234,Beer Bar,
-95.4113388061523,29.7340240478516,McElroy's Pub,3607 S Sandman St,Houston,TX,(713) 524-2444,Beer Bar,
-95.4166793823242,29.7326622009277,McGonigel's Mucky Duck,2425 Norfolk St,Houston,TX,(713) 528-5999,Beer Bar,
-96.8201500,32.7969640,Meddlesome Moth,1621 Oak Lawn Ave,Dallas,TX,(214) 628-7900,Beer Bar,score: 100.0
-97.1073101,32.7380281,Mellow Mushroom - Arlington,200 North Center St,Arlington,TX,,Beer Bar,
-97.1105941,32.9392390,Mellow Mushroom - Southlake,2620 East Southlake Blvd,Southlake,TX,,Beer Bar,
-95.5149130,30.0117210,Mellow Mushroom - Spring-Klein,16000 Stuebner Airline Rd,Spring,TX,832-698-8888,Beer Bar,
-96.7667541503906,32.7815475463867,Meridian Room,3611 Parry Ave.,Dallas,TX,(214) 826-838,Beer Bar,
-97.7164140,30.3614050,Mister Tramps,8565 Research Blvd,Austin,TX,(512) 837-3500,Beer Bar,
-95.1620202,29.9832748,Mojo's Sports Grille,18323 West Lake Houston Pkwy,Humble,TX,(281) 812-0405,Beer Bar,
-94.790581,29.305275,Molly's Pub,2013 Postoffice St,Galveston,TX,(409) 763-4466,Beer Bar,
-95.249026,30.049012,Molly's Pub,29803 Loop 494,Humbel,TX,281-358-1990,Beer Bar,
-95.3410730,29.7542840,Moon Tower Inn,3004 Canal St,Houston,TX,(832) 266-0105,Beer Bar,
-95.5340194702148,29.7836627960205,Mr. C's Irish Pub,9733 Katy Freeway,Houston,TX,(713) 465-4919,Beer Bar,
-94.793073,29.307031,Murphy's Pub,213-15 22nd St,Galveston,TX,(409) 762-6177,Beer Bar,
-95.1168936,29.5385622,Nobi Public House,241 E NASA Rd,Webster,TX,832-932-5111,Beer Bar,
-94.790924,29.305337,O'Malley's Stage Door Pub,2022 Postoffice St,Galveston,TX,(409) 763-1731,Beer Bar,score: 70.0
-97.1297240,33.2152170,Oak St. Drafthouse,308 E. Oak St.,Denton,TX,(940) 395-1950,Beer Bar,
-97.3413036,31.0966502,Obrien's Irish Pub,11 East Central Avenue,Temple,TX,(254) 295-0518,Beer Bar,score: 85.0
-96.7845153808594,32.8198661804199,"Old Monk, The",2847 North Henderson,Dallas,TX,(214) 821-1880,Beer Bar,
